Category,Subcategory,Parameter,Parameter_ID,Unit,Requirement,Requirement_Min,Requirement_Max,Preferred_Value,Comparison_Type,Weight,Critical,Vendor,Model,Vendor_Value,Test_Condition,Source,Source_Date,Remarks
Grid Support,Control,Active Power Control,P075,,YES,,,,Boolean,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Grid Support,Control,Active Power Control,P075,,YES,,,,Boolean,3,NO,Inovance,IES920-07-2500-C-D-EU,YES,,Datasheet,2026-08-01,
Grid Support,Control,Reactive Power Control,P076,,YES,,,,Boolean,3,NO,Hopewind,Central PCS,YES,,Datasheet,2026-08-01,
Grid Support,Control,Reactive Power Control,P076,,YES,,,,Boolean,3,NO,Hoymiles,HPCS2500-E-S,YES,,Datasheet,2026-08-01,
Grid Support,Control,Reactive Power Control,P076,,YES,,,,Boolean,3,NO,Sineng,EH-1250/1725-HC/HB-UD,YES,,Datasheet,2026-08-01,
Grid Support,Control,Reactive Power Control,P076,,YES,,,,Boolean,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Grid Support,Control,Reactive Power Control,P076,,YES,,,,Boolean,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Grid Support,Control,Volt-VAR,P077,,YES,,,,Boolean,2,NO,Hopewind,Central PCS,,,,,Data Pending
Grid Support,Control,Volt-VAR,P077,,YES,,,,Boolean,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Grid Support,Control,Volt-VAR,P077,,YES,,,,Boolean,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Grid Support,Control,Volt-VAR,P077,,YES,,,,Boolean,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Grid Support,Control,Volt-VAR,P077,,YES,,,,Boolean,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Grid Support,Control,Volt-Watt,P078,,YES,,,,Boolean,2,NO,Hopewind,Central PCS,,,,,Data Pending
Grid Support,Control,Volt-Watt,P078,,YES,,,,Boolean,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Grid Support,Control,Volt-Watt,P078,,YES,,,,Boolean,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Grid Support,Control,Volt-Watt,P078,,YES,,,,Boolean,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Grid Support,Control,Volt-Watt,P078,,YES,,,,Boolean,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Grid Support,Control,Frequency-Watt,P079,,YES,,,,Boolean,2,NO,Hopewind,Central PCS,,,,,Data Pending
Grid Support,Control,Frequency-Watt,P079,,YES,,,,Boolean,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Grid Support,Control,Frequency-Watt,P079,,YES,,,,Boolean,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Grid Support,Control,Frequency-Watt,P079,,YES,,,,Boolean,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Grid Support,Control,Frequency-Watt,P079,,YES,,,,Boolean,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Grid Support,Control,Droop Control,P080,,YES,,,,Boolean,2,NO,Hopewind,Central PCS,,,,,Data Pending
Grid Support,Control,Droop Control,P080,,YES,,,,Boolean,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Grid Support,Control,Droop Control,P080,,YES,,,,Boolean,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Grid Support,Control,Droop Control,P080,,YES,,,,Boolean,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Grid Support,Control,Droop Control,P080,,YES,,,,Boolean,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Grid Support,Dynamic,Active Power Ramp Rate,P081,%/s,,,,,Higher_Better,2,NO,Hopewind,Central PCS,,,,,Data Pending
Grid Support,Dynamic,Active Power Ramp Rate,P081,%/s,,,,,Higher_Better,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Grid Support,Dynamic,Active Power Ramp Rate,P081,%/s,,,,,Higher_Better,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Grid Support,Dynamic,Active Power Ramp Rate,P081,%/s,,,,,Higher_Better,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Grid Support,Dynamic,Active Power Ramp Rate,P081,%/s,,,,,Higher_Better,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Grid Support,Dynamic,Reactive Power Response Time,P082,ms,,,,,Lower_Better,2,NO,Hopewind,Central PCS,,,,,Data Pending
Grid Support,Dynamic,Reactive Power Response Time,P082,ms,,,,,Lower_Better,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Grid Support,Dynamic,Reactive Power Response Time,P082,ms,,,,,Lower_Better,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Grid Support,Dynamic,Reactive Power Response Time,P082,ms,,,,,Lower_Better,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Grid Support,Dynamic,Reactive Power Response Time,P082,ms,,,,,Lower_Better,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Grid Support,Dynamic,Active Power Response Time,P083,ms,≤ 100,,100,,Lower_Better,3,NO,Hopewind,Central PCS,30,,Datasheet,2026-08-01,
Grid Support,Dynamic,Active Power Response Time,P083,ms,≤ 100,,100,,Lower_Better,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Grid Support,Dynamic,Active Power Response Time,P083,ms,≤ 100,,100,,Lower_Better,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Grid Support,Dynamic,Active Power Response Time,P083,ms,≤ 100,,100,,Lower_Better,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Grid Support,Dynamic,Active Power Response Time,P083,ms,≤ 100,,100,,Lower_Better,3,NO,Inovance,IES920-07-2500-C-D-EU,30,,Datasheet,2026-08-01,
Grid Support,Advanced,Black Start,P084,,YES,,,,Boolean,3,NO,Hopewind,Central PCS,YES,,Datasheet,2026-08-01,
Grid Support,Advanced,Black Start,P084,,YES,,,,Boolean,3,NO,Hoymiles,HPCS2500-E-S,YES,,Datasheet,2026-08-01,
Grid Support,Advanced,Black Start,P084,,YES,,,,Boolean,3,NO,Sineng,EH-1250/1725-HC/HB-UD,YES,,Datasheet,2026-08-01,
Grid Support,Advanced,Black Start,P084,,YES,,,,Boolean,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Grid Support,Advanced,Black Start,P084,,YES,,,,Boolean,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Grid Support,Advanced,Islanding Operation,P085,,YES,,,,Boolean,2,NO,Hopewind,Central PCS,,,,,Data Pending
Grid Support,Advanced,Islanding Operation,P085,,YES,,,,Boolean,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Grid Support,Advanced,Islanding Operation,P085,,YES,,,,Boolean,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Grid Support,Advanced,Islanding Operation,P085,,YES,,,,Boolean,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Grid Support,Advanced,Islanding Operation,P085,,YES,,,,Boolean,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Grid Support,Advanced,Synchronization Time,P086,s,,,,,Lower_Better,1,NO,Hopewind,Central PCS,,,,,Data Pending
Grid Support,Advanced,Synchronization Time,P086,s,,,,,Lower_Better,1,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Grid Support,Advanced,Synchronization Time,P086,s,,,,,Lower_Better,1,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Grid Support,Advanced,Synchronization Time,P086,s,,,,,Lower_Better,1,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Grid Support,Advanced,Synchronization Time,P086,s,,,,,Lower_Better,1,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Grid Support,Advanced,Virtual Synchronous Machine,P087,,YES,,,,Boolean,2,NO,Hopewind,Central PCS,YES,,Datasheet,2026-08-01,
Grid Support,Advanced,Virtual Synchronous Machine,P087,,YES,,,,Boolean,2,NO,Hoymiles,HPCS2500-E-S,YES,,Datasheet,2026-08-01,
Grid Support,Advanced,Virtual Synchronous Machine,P087,,YES,,,,Boolean,2,NO,Sineng,EH-1250/1725-HC/HB-UD,YES,,Datasheet,2026-08-01,
Grid Support,Advanced,Virtual Synchronous Machine,P087,,YES,,,,Boolean,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Grid Support,Advanced,Virtual Synchronous Machine,P087,,YES,,,,Boolean,2,NO,Inovance,IES920-07-2500-C-D-EU,YES,,Datasheet,2026-08-01,
Grid Support,Advanced,Synthetic Inertia,P088,,YES,,,,Boolean,2,NO,Hopewind,Central PCS,,,,,Data Pending
Grid Support,Advanced,Synthetic Inertia,P088,,YES,,,,Boolean,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Grid Support,Advanced,Synthetic Inertia,P088,,YES,,,,Boolean,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Grid Support,Advanced,Synthetic Inertia,P088,,YES,,,,Boolean,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Grid Support,Advanced,Synthetic Inertia,P088,,YES,,,,Boolean,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Thermal & Environmental,Temp,Minimum Operating Temperature,P089,°C,≤ -20,,-20,,Lower_Better,2,NO,Hopewind,Central PCS,-40,,Datasheet,2026-08-01,
Thermal & Environmental,Temp,Minimum Operating Temperature,P089,°C,≤ -20,,-20,,Lower_Better,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Thermal & Environmental,Temp,Minimum Operating Temperature,P089,°C,≤ -20,,-20,,Lower_Better,2,NO,Sineng,EH-1250/1725-HC/HB-UD,-40,,Datasheet,2026-08-01,
Thermal & Environmental,Temp,Minimum Operating Temperature,P089,°C,≤ -20,,-20,,Lower_Better,2,NO,FIMER,PVS980-58BC 2500kVA,-20,,Datasheet,2026-08-01,
Thermal & Environmental,Temp,Minimum Operating Temperature,P089,°C,≤ -20,,-20,,Lower_Better,2,NO,Inovance,IES920-07-2500-C-D-EU,-40,,Datasheet,2026-08-01,
Thermal & Environmental,Temp,Maximum Operating Temperature,P090,°C,≥ 60,60,,,Higher_Better,2,NO,Hopewind,Central PCS,60,,Datasheet,2026-08-01,
Thermal & Environmental,Temp,Maximum Operating Temperature,P090,°C,≥ 60,60,,,Higher_Better,2,NO,Hoymiles,HPCS2500-E-S,60,,Datasheet,2026-08-01,
Thermal & Environmental,Temp,Maximum Operating Temperature,P090,°C,≥ 60,60,,,Higher_Better,2,NO,Sineng,EH-1250/1725-HC/HB-UD,60,,Datasheet,2026-08-01,
Thermal & Environmental,Temp,Maximum Operating Temperature,P090,°C,≥ 60,60,,,Higher_Better,2,NO,FIMER,PVS980-58BC 2500kVA,60,,Datasheet,2026-08-01,
Thermal & Environmental,Temp,Maximum Operating Temperature,P090,°C,≥ 60,60,,,Higher_Better,2,NO,Inovance,IES920-07-2500-C-D-EU,60,,Datasheet,2026-08-01,
Thermal & Environmental,Temp,Full Rated Power Temperature,P091,°C,≥ 50,50,,55,Higher_Better,5,YES,Hopewind,Central PCS,50,,Datasheet,2026-08-01,
Thermal & Environmental,Temp,Full Rated Power Temperature,P091,°C,≥ 50,50,,55,Higher_Better,5,YES,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Thermal & Environmental,Temp,Full Rated Power Temperature,P091,°C,≥ 50,50,,55,Higher_Better,5,YES,Sineng,EH-1250/1725-HC/HB-UD,55,,Datasheet,2026-08-01,
Thermal & Environmental,Temp,Full Rated Power Temperature,P091,°C,≥ 50,50,,55,Higher_Better,5,YES,FIMER,PVS980-58BC 2500kVA,50,,Datasheet,2026-08-01,
Thermal & Environmental,Temp,Full Rated Power Temperature,P091,°C,≥ 50,50,,55,Higher_Better,5,YES,Inovance,IES920-07-2500-C-D-EU,55,,Datasheet,2026-08-01,
Thermal & Environmental,Temp,Derating Start Temperature,P092,°C,≥ 50,50,,,Higher_Better,4,NO,Hopewind,Central PCS,,,,,Data Pending
Thermal & Environmental,Temp,Derating Start Temperature,P092,°C,≥ 50,50,,,Higher_Better,4,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Thermal & Environmental,Temp,Derating Start Temperature,P092,°C,≥ 50,50,,,Higher_Better,4,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Thermal & Environmental,Temp,Derating Start Temperature,P092,°C,≥ 50,50,,,Higher_Better,4,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Thermal & Environmental,Temp,Derating Start Temperature,P092,°C,≥ 50,50,,,Higher_Better,4,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Thermal & Environmental,Temp,Maximum Temperature,P093,°C,,,,,Higher_Better,1,NO,Hopewind,Central PCS,,,,,Data Pending
Thermal & Environmental,Temp,Maximum Temperature,P093,°C,,,,,Higher_Better,1,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Thermal & Environmental,Temp,Maximum Temperature,P093,°C,,,,,Higher_Better,1,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Thermal & Environmental,Temp,Maximum Temperature,P093,°C,,,,,Higher_Better,1,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Thermal & Environmental,Temp,Maximum Temperature,P093,°C,,,,,Higher_Better,1,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Thermal & Environmental,Temp,Temperature Derating,P094,%/°C,,,,,Lower_Better,2,NO,Hopewind,Central PCS,,,,,Data Pending
Thermal & Environmental,Temp,Temperature Derating,P094,%/°C,,,,,Lower_Better,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Thermal & Environmental,Temp,Temperature Derating,P094,%/°C,,,,,Lower_Better,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Thermal & Environmental,Temp,Temperature Derating,P094,%/°C,,,,,Lower_Better,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Thermal & Environmental,Temp,Temperature Derating,P094,%/°C,,,,,Lower_Better,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Thermal & Environmental,Storage,Minimum Storage Temperature,P095,°C,,,,,Lower_Better,1,NO,Hopewind,Central PCS,,,,,Data Pending
Thermal & Environmental,Storage,Minimum Storage Temperature,P095,°C,,,,,Lower_Better,1,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Thermal & Environmental,Storage,Minimum Storage Temperature,P095,°C,,,,,Lower_Better,1,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Thermal & Environmental,Storage,Minimum Storage Temperature,P095,°C,,,,,Lower_Better,1,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Thermal & Environmental,Storage,Minimum Storage Temperature,P095,°C,,,,,Lower_Better,1,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Thermal & Environmental,Storage,Maximum Storage Temperature,P096,°C,,,,,Higher_Better,1,NO,Hopewind,Central PCS,,,,,Data Pending
Thermal & Environmental,Storage,Maximum Storage Temperature,P096,°C,,,,,Higher_Better,1,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Thermal & Environmental,Storage,Maximum Storage Temperature,P096,°C,,,,,Higher_Better,1,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Thermal & Environmental,Storage,Maximum Storage Temperature,P096,°C,,,,,Higher_Better,1,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Thermal & Environmental,Storage,Maximum Storage Temperature,P096,°C,,,,,Higher_Better,1,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Thermal & Environmental,Env,Relative Humidity,P097,%,0-100,,,,Range,2,NO,Hopewind,Central PCS,0-100,,Datasheet,2026-08-01,
Thermal & Environmental,Env,Relative Humidity,P097,%,0-100,,,,Range,2,NO,Hoymiles,HPCS2500-E-S,0-100,,Datasheet,2026-08-01,
Thermal & Environmental,Env,Relative Humidity,P097,%,0-100,,,,Range,2,NO,Sineng,EH-1250/1725-HC/HB-UD,0-100,,Datasheet,2026-08-01,
Thermal & Environmental,Env,Relative Humidity,P097,%,0-100,,,,Range,2,NO,FIMER,PVS980-58BC 2500kVA,0-100,,Datasheet,2026-08-01,
Thermal & Environmental,Env,Relative Humidity,P097,%,0-100,,,,Range,2,NO,Inovance,IES920-07-2500-C-D-EU,0-100,,Datasheet,2026-08-01,
Thermal & Environmental,Env,Maximum Altitude,P098,m,≥ 3000,3000,,,Higher_Better,3,NO,Hopewind,Central PCS,4000,,Datasheet,2026-08-01,
Thermal & Environmental,Env,Maximum Altitude,P098,m,≥ 3000,3000,,,Higher_Better,3,NO,Hoymiles,HPCS2500-E-S,5000,,Datasheet,2026-08-01,
Thermal & Environmental,Env,Maximum Altitude,P098,m,≥ 3000,3000,,,Higher_Better,3,NO,Sineng,EH-1250/1725-HC/HB-UD,5000,,Datasheet,2026-08-01,
Thermal & Environmental,Env,Maximum Altitude,P098,m,≥ 3000,3000,,,Higher_Better,3,NO,FIMER,PVS980-58BC 2500kVA,4000,,Datasheet,2026-08-01,
Thermal & Environmental,Env,Maximum Altitude,P098,m,≥ 3000,3000,,,Higher_Better,3,NO,Inovance,IES920-07-2500-C-D-EU,3000,,Datasheet,2026-08-01,
Thermal & Environmental,Env,Altitude Derating,P099,,,,,,Text,1,NO,Hopewind,Central PCS,,,,,Data Pending
Thermal & Environmental,Env,Altitude Derating,P099,,,,,,Text,1,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Thermal & Environmental,Env,Altitude Derating,P099,,,,,,Text,1,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Thermal & Environmental,Env,Altitude Derating,P099,,,,,,Text,1,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Thermal & Environmental,Env,Altitude Derating,P099,,,,,,Text,1,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Thermal & Environmental,Cooling,Cooling Type,P100,,,,,,Text,2,NO,Hopewind,Central PCS,Liquid cooled,,Datasheet,2026-08-01,
Thermal & Environmental,Cooling,Cooling Type,P100,,,,,,Text,2,NO,Hoymiles,HPCS2500-E-S,Liquid cooling,,Datasheet,2026-08-01,
Thermal & Environmental,Cooling,Cooling Type,P100,,,,,,Text,2,NO,Sineng,EH-1250/1725-HC/HB-UD,advanced 2 phase + forced air cooling,,Datasheet,2026-08-01,
Thermal & Environmental,Cooling,Cooling Type,P100,,,,,,Text,2,NO,FIMER,PVS980-58BC 2500kVA,"Patented self-contained thermosyphon (liquid-cooled ratings, air-cooling simplicity)",,Datasheet,2026-08-01,
Thermal & Environmental,Cooling,Cooling Type,P100,,,,,,Text,2,NO,Inovance,IES920-07-2500-C-D-EU,Air-Liquid cooling,,Datasheet,2026-08-01,
Thermal & Environmental,Cooling,Cooling Power Consumption,P101,W,,,,,Lower_Better,1,NO,Hopewind,Central PCS,,,,,Data Pending
Thermal & Environmental,Cooling,Cooling Power Consumption,P101,W,,,,,Lower_Better,1,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Thermal & Environmental,Cooling,Cooling Power Consumption,P101,W,,,,,Lower_Better,1,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Thermal & Environmental,Cooling,Cooling Power Consumption,P101,W,,,,,Lower_Better,1,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Thermal & Environmental,Cooling,Cooling Power Consumption,P101,W,,,,,Lower_Better,1,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Thermal & Environmental,Env,Noise,P102,dB,≤ 80,,80,,Lower_Better,2,NO,Hopewind,Central PCS,,,,,Data Pending
Thermal & Environmental,Env,Noise,P102,dB,≤ 80,,80,,Lower_Better,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Thermal & Environmental,Env,Noise,P102,dB,≤ 80,,80,,Lower_Better,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Thermal & Environmental,Env,Noise,P102,dB,≤ 80,,80,,Lower_Better,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Thermal & Environmental,Env,Noise,P102,dB,≤ 80,,80,,Lower_Better,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Thermal & Environmental,Enclosure,IP Rating (Env),P103,IP,≥ 54,54,,,Higher_Better,3,NO,Hopewind,Central PCS,,,,,Data Pending
Thermal & Environmental,Enclosure,IP Rating (Env),P103,IP,≥ 54,54,,,Higher_Better,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Thermal & Environmental,Enclosure,IP Rating (Env),P103,IP,≥ 54,54,,,Higher_Better,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Thermal & Environmental,Enclosure,IP Rating (Env),P103,IP,≥ 54,54,,,Higher_Better,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Thermal & Environmental,Enclosure,IP Rating (Env),P103,IP,≥ 54,54,,,Higher_Better,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Thermal & Environmental,Env,Corrosion Protection,P104,,C4/C5,,,,Text,3,NO,Hopewind,Central PCS,C5,,Datasheet,2026-08-01,
Thermal & Environmental,Env,Corrosion Protection,P104,,C4/C5,,,,Text,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Thermal & Environmental,Env,Corrosion Protection,P104,,C4/C5,,,,Text,3,NO,Sineng,EH-1250/1725-HC/HB-UD,C4,,Datasheet,2026-08-01,
Thermal & Environmental,Env,Corrosion Protection,P104,,C4/C5,,,,Text,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Thermal & Environmental,Env,Corrosion Protection,P104,,C4/C5,,,,Text,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Thermal & Environmental,Env,Salt Mist Resistance,P105,,YES,,,,Boolean,2,NO,Hopewind,Central PCS,YES,,Datasheet,2026-08-01,
Thermal & Environmental,Env,Salt Mist Resistance,P105,,YES,,,,Boolean,2,NO,Hoymiles,HPCS2500-E-S,YES,,Datasheet,2026-08-01,
Thermal & Environmental,Env,Salt Mist Resistance,P105,,YES,,,,Boolean,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Thermal & Environmental,Env,Salt Mist Resistance,P105,,YES,,,,Boolean,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Thermal & Environmental,Env,Salt Mist Resistance,P105,,YES,,,,Boolean,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Protection & Safety,Protection,AC Overvoltage Protection,P106,,YES,,,,Boolean,3,NO,Hopewind,Central PCS,,,,,Data Pending
Protection & Safety,Protection,AC Overvoltage Protection,P106,,YES,,,,Boolean,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Protection & Safety,Protection,AC Overvoltage Protection,P106,,YES,,,,Boolean,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Protection & Safety,Protection,AC Overvoltage Protection,P106,,YES,,,,Boolean,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Protection & Safety,Protection,AC Overvoltage Protection,P106,,YES,,,,Boolean,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Protection & Safety,Protection,AC Undervoltage Protection,P107,,YES,,,,Boolean,3,NO,Hopewind,Central PCS,,,,,Data Pending
Protection & Safety,Protection,AC Undervoltage Protection,P107,,YES,,,,Boolean,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Protection & Safety,Protection,AC Undervoltage Protection,P107,,YES,,,,Boolean,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Protection & Safety,Protection,AC Undervoltage Protection,P107,,YES,,,,Boolean,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Protection & Safety,Protection,AC Undervoltage Protection,P107,,YES,,,,Boolean,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Protection & Safety,Protection,DC Overvoltage Protection,P108,,YES,,,,Boolean,3,NO,Hopewind,Central PCS,,,,,Data Pending
Protection & Safety,Protection,DC Overvoltage Protection,P108,,YES,,,,Boolean,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Protection & Safety,Protection,DC Overvoltage Protection,P108,,YES,,,,Boolean,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Protection & Safety,Protection,DC Overvoltage Protection,P108,,YES,,,,Boolean,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Protection & Safety,Protection,DC Overvoltage Protection,P108,,YES,,,,Boolean,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Protection & Safety,Protection,DC Undervoltage Protection,P109,,YES,,,,Boolean,3,NO,Hopewind,Central PCS,,,,,Data Pending
Protection & Safety,Protection,DC Undervoltage Protection,P109,,YES,,,,Boolean,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Protection & Safety,Protection,DC Undervoltage Protection,P109,,YES,,,,Boolean,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Protection & Safety,Protection,DC Undervoltage Protection,P109,,YES,,,,Boolean,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Protection & Safety,Protection,DC Undervoltage Protection,P109,,YES,,,,Boolean,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Protection & Safety,Protection,Overcurrent Protection,P110,,YES,,,,Boolean,4,YES,Hopewind,Central PCS,YES,,Datasheet,2026-08-01,
Protection & Safety,Protection,Overcurrent Protection,P110,,YES,,,,Boolean,4,YES,Hoymiles,HPCS2500-E-S,YES,,Datasheet,2026-08-01,
Protection & Safety,Protection,Overcurrent Protection,P110,,YES,,,,Boolean,4,YES,Sineng,EH-1250/1725-HC/HB-UD,YES,,Datasheet,2026-08-01,
Protection & Safety,Protection,Overcurrent Protection,P110,,YES,,,,Boolean,4,YES,FIMER,PVS980-58BC 2500kVA,YES,,Datasheet,2026-08-01,
Protection & Safety,Protection,Overcurrent Protection,P110,,YES,,,,Boolean,4,YES,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Protection & Safety,Protection,Short Circuit Protection,P111,,YES,,,,Boolean,4,YES,Hopewind,Central PCS,,,,,Data Pending
Protection & Safety,Protection,Short Circuit Protection,P111,,YES,,,,Boolean,4,YES,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Protection & Safety,Protection,Short Circuit Protection,P111,,YES,,,,Boolean,4,YES,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Protection & Safety,Protection,Short Circuit Protection,P111,,YES,,,,Boolean,4,YES,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Protection & Safety,Protection,Short Circuit Protection,P111,,YES,,,,Boolean,4,YES,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Protection & Safety,Protection,Overtemperature Protection,P112,,YES,,,,Boolean,3,NO,Hopewind,Central PCS,,,,,Data Pending
Protection & Safety,Protection,Overtemperature Protection,P112,,YES,,,,Boolean,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
